title,author,genres,description,published_year,average_rating,num_pages,ratings_count
"The Art of Living: The Classical Manual on Virtue, Happiness and Effectiveness","Epictetus, Sharon Lebell (Retold by)","['Philosophy', 'Nonfiction', 'Classics', 'Self Help', 'Psychology', 'Spirituality', 'History', 'Personal Development', 'Ancient', 'Ancient History']","Epictetus was born into slavery about 55 C.E. in the eastern outreaches of the Roman Empire. Sold as a child and crippled from the beatings of his master, Epictetus was eventually freed, rising from his humble roots to establish an influential school of Stoic philosophy. Stressing that human beings cannot control life, only how they respond to it, Epictetus dedicated his life to outlining the simple way to happiness, fulfillment, and tranquility. By putting into practice the ninety-three witty, wise, and razor-sharp instructions that make up The Art of Living, readers learn to successfully meet the challenges of everyday life and face life's inevitable losses and disappointments with grace. Epictetus's teachings rank among the greatest wisdom texts of human civilization. Sharon Lebell presents this esteemed philosopher's invaluable insights for the first time in a splendidly down-to-earth rendition. The result is the West's first and best primer for living the best possible life -- as helpful in the twenty-first century as it was in the first.",2004,4.24,128,14555
Midnight Predator,Amelia Atwater-Rhodes (Goodreads Author),"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Supernatural', 'Urban Fantasy', 'Horror', 'Teen', 'Fiction', 'Romance']","Though she was once a happy teenager with a wonderful family and a full life, Turquoise Draka is now a hunter. In a deadly world of vampires, shapeshifters, and mercenaries, she'll track any prey if the price is right. Her current assignment: to assassinate Jeshikah, one of the cruelest vampires in history. Her employer: an unknown contact who wants the job done fast. Her major obstacle: she'll have to hide her strength and enter Midnight, a fabled vampire realm, as a human slave. . . .",2003,4.02,256,8486
L'Œuvre au noir,Marguerite Yourcenar,"['Fiction', 'Historical Fiction', 'France', 'Classics', 'French Literature', 'Literature', 'Novels', 'Belgium', 'Historical', 'Roman']","En créant le personnage de Zénon, alchimiste et médecin du XVIe siècle, Marguerite Yourcenar, l'auteure des Mémoires d'Hadrien, ne raconte pas seulement le destin tragique d'un homme extraordinaire. C'est toute une époque qui revit dans son infinie richesse, comme aussi dans son âcre et brutale réalité ; un monde contrasté où s'affrontent le Moyen Age et la Renaissance, et où pointent déjà les temps modernes, monde dont Zénon est issu, mais dont peu à peu cet homme libre se dégage, et qui pour cette raison même finira par le broyer.",1976,4.07,480,3917
Eugénie Grandet,"Honoré de Balzac, Sylvia Raphael (Translator), Christopher Prendergast (Introduction)","['Classics', 'Fiction', 'France', 'French Literature', 'Literature', '19th Century', 'Novels', 'Romance', 'Roman', 'Historical Fiction']","""Who is going to marry Eugenie Grandet?""This is the question that fills the minds of the inhabitants of Saumur, the setting for Eugenie Grandet (1833), one of the earliest and most famous novels in Balzac's Comedie humaine. The Grandet household, oppressed by the exacting miserliness of Grandet himself, is jerked violently out of routine by the sudden arrival of Eugenie's cousin Charles, recently orphaned and penniless. Eugenie's emotional awakening, stimulated by her love for her cousin, brings her into direct conflict with her father, whose cunning and financial success are matched against her determination to rebel. Eugenie's moving story is set against the backdrop of provincial oppression, the vicissitudes of the wine trade, and the workings of the financial system in the aftermath of the French Revolution. It is both a poignant portrayal of private life and a vigorous fictional document of its age.",2003,3.8,200,17727
Skin Trade,Laurell K. Hamilton (Goodreads Author),"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Fiction', 'Horror', 'Supernatural', 'Shapeshifters']","Once you tell someone certain things, like, say, you got mailed a human head in a box, they tend to think you're crazy.Anita Blake's reputation has taken some hits. Not on the work front, where she has the highest kill count of all the legal vampire executioners in the country, but on the personal front. No one seems to trust a woman who sleeps with the monsters. Still, when a vampire serial killer sends her a head from Las Vegas, Anita has to warn Sin City's local authorities what they're dealing with. Only it's worse than she thought. Several officers and one executioner have been slain - paranormal style...Anita heads to Las Vegas, where she's joined by three other federal marshals, including the ruthless Edward hiding behind his mild-mannered persona. It's a good thing Edward always has her back, because, when she gets close to the bodies, Anita senses ""tiger"" too strongly to ignore it. The were-tigers are very powerful in Las Vegas, which means the odds of her rubbing someone important the wrong way just got a lot higher...",2009,3.92,486,35571
Milkweed,Jerry Spinelli,"['Historical Fiction', 'Young Adult', 'Holocaust', 'Fiction', 'Historical', 'World War II', 'War', 'Middle Grade', 'Childrens', 'School']","He’s a boy called Jew. Gypsy. Stopthief. Runt. Happy. Fast. Filthy son of Abraham. He’s a boy who lives in the streets of Warsaw. He’s a boy who steals food for himself and the other orphans. He’s a boy who believes in bread, and mothers, and angels. He’s a boy who wants to be a Nazi some day, with tall shiny jackboots and a gleaming Eagle hat of his own. Until the day that suddenly makes him change his mind. And when the trains come to empty the Jews from the ghetto of the damned, he’s a boy who realizes it’s safest of all to be nobody.Newbery Medalist Jerry Spinelli takes us to one of the most devastating settings imaginable—Nazi-occupied Warsaw of World War II—and tells a tale of heartbreak, hope, and survival through the bright eyes of a young orphan.From the Hardcover edition.",2005,4.01,208,25181
Diaspora,Greg Egan,"['Science Fiction', 'Fiction', 'Cyberpunk', 'Hard Science Fiction', 'Speculative Fiction', 'Space', 'Science Fiction Fantasy', 'Novels', 'Literature', 'Philosophy']","By the end of the 30th century humanity has the capability to travel the universe, to journey beyond earth and beyond the confines of the vulnerable human frame.The descendants of centuries of scientific, cultural and physical development divide into three: fleshers — true Homo sapiens; Gleisner robots — embodying human minds within machines that interact with the physical world; and polises — supercomputers teeming with intelligent software, containing the direct copies of billions of human personalities now existing only in the virtual reality of the polis.Diaspora is the story of Yatima — a polis being created from random mutations of the Konishi polis base mind seed — and of humankind, Of an astrophysical accident that spurs the thousandfold cloning of the polises. Of the discovery of an alien race and of a kink in time that means humanity — whatever form it takes — will never again be threatened by acts of God.",2000,4.13,443,7075
"Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever",Christopher Pike,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Fiction', 'Supernatural', 'Romance', 'Horror', 'Urban Fantasy', 'Teen']","Includes:PhantomEvil ThirstCreatures of Forever
  Tears roll over my face. I touch them with my quivering tongue. They are clear and salty, not dark and bloody. Another sign that I am human.
What Alisa has desired for five thousand years has finally come true: She is once again human. But now she is defenseless, vulnerable, and, for the first time in centuries, emotional. As she attempts to reconcile her actions as a vampire with her new connection to humanity, she begins to understand the weight of life-and-death decisions. Can Alisa resolve her past and build a new identity, or is she doomed to repeat her fatal mistakes?",2010,4.07,581,29072
Dark Needs at Night's Edge,Kresley Cole (Goodreads Author),"['Paranormal Romance', 'Paranormal', 'Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult', 'Ghosts', 'Demons', 'Magic']","Bestselling author Kresley Cole continues her seductive Immortals After Dark series with this tale of a vampire shunned even by his own kind and a beautiful phantom, bound together by a passion they cannot resist.A RAVEN-HAIRED TEMPTRESS OF THE DARK...Néomi Laress, a famous ballerina from a past century, became a phantom the night she was murdered. Imbued with otherworldly powers but invisible to the living, she haunts her beloved home, scaring away trespassers -- until she encounters a ruthless immortal even more terrifying than Néomi herself.A VAMPIRE WARRIOR CONSUMED BY MADNESS...To prevent him from harming others, Conrad Wroth's brothers imprison him in an abandoned manor. But there, a female only he can see seems determined to drive him further into madness. The exquisite creature torments him with desire, leaving his body racked with lust and his soul torn as he finds himself coveting her for his own.HOW FAR WILL HE GO TO CLAIM HER?Yet even if Conrad can win Néomi, evil still surrounds her. Once he returns to the brutality of his past to protect her, will he succumb to the dark needs seething inside him?",2008,4.31,368,45304
When Darkness Comes,Alexandra Ivy (Goodreads Author),"['Paranormal Romance', 'Paranormal', 'Vampires', 'Romance', 'Fantasy', 'Demons', 'Urban Fantasy', 'Adult', 'Fiction', 'Witches']","It’s been a hell of a day for Abby Barlow. In just a few hours, she’s survived an explosion, watched her employer die, had a startling dream, and now she finds herself in a seedy Chicago hotel with the sexy, unearthly Dante, a vampire she both desires and fears.For 341 years, Dante has stood as guardian to The Chalice, a mortal woman chosen to hold back the darkness. A terrible twist of fate has now made Abby that woman. Three hours ago. Dante would have used all his charms to seduce her. Now she is his to protect. And he will do so until his very death.A terrifying plan has been set in motion, one that will plunge Dante and Abby into an epic battle between good and evil – and a desperate race to save their love…",2007,3.84,359,13524
Mutant Message Down Under,Marlo Morgan,"['Fiction', 'Spirituality', 'Travel', 'Australia', 'Philosophy', 'Adventure', 'Book Club', 'Novels', 'Inspirational', 'Adult Fiction']","Mutant Message Down Under is the fictional account of an American woman's spiritual odyssey through outback Australia. An underground bestseller in its original self-published edition, Marlo Morgan's powerful tale of challenge and endurance has a message for us all.Summoned by a remote tribe of nomadic Aborigines to accompany them on walkabout, the woman makes a four-month-long journey and learns how they thrive in natural harmony with the plants and animals that exist in the rugged lands of Australia's bush. From the first day of her adventure, Morgan is challenged by the physical requirements of the journey—she faces daily tests of her endurance, challenges that ultimately contribute to her personal transformation.By traveling with this extraordinary community, Morgan becomes a witness to their essential way of being in a world based on the ancient wisdom and philosophy of a culture that is more than 50,000 years old.",2004,3.77,187,16741
The Gathering Darkness,Lisa Collicutt (Goodreads Author),"['Romance', 'Young Adult', 'Paranormal', 'Fantasy', 'Magic', 'Supernatural', 'Demons', 'Witches', 'Urban Fantasy', 'Science Fiction Fantasy']","They say ""third time's the charm"", and for sixteen-year-old Brooke Day, they had better be right. She’s been here before, twice in fact, and an evil demon-witch wants her dead a third time.When Brooke is forced to leave Boston for the small town of Deadwich, she thinks her life is over. Before long, her new friends start acting strange—downright evil. But worse than that, nightmares she’s had her whole life become reality.Enter Marcus Knight; popular, hot, and the only person Brooke can trust. Not to mention, they’ve shared the same nightmares.With the discovery of an ancient Celtic amulet, Brooke and Marcus unravel the secrets of her past, which reveals the key to her future.As the equinox approaches:Darkness and light merge for the first time in a century.Soul-mates reunite.Magic awakens.",2012,3.79,320,202
Thérèse Raquin,"Émile Zola, Robin Buss (Translator)","['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'Literature', 'Novels', 'Audiobook', 'Crime', 'Historical Fiction']","One of Zola's most famous realist novels, Therese Raquin is a clinically observed, sinister tale of adultery and murder among the lower classes in nineteenth-century Parisian society.Set in the claustrophobic atmosphere of a dingy haberdasher's shop in the passage du Pont-Neuf in Paris, this powerful novel tells how the heroine and her lover, Laurent, kill her husband, Camille, but are subsequently haunted by visions of the dead man, and prevented from enjoying the fruits of their crime.Zola's shocking tale dispassionately dissects the motivations of his characters--mere ""human beasts"", who kill in order to satisfy their lust--and stands as a key manifesto of the French Naturalist movement, of which the author was the founding father. Published in 1867, this is Zola's most important work before the Rougon-Macquart series and introduces many of the themes that can be traced through the later novel cycle.",2004,3.72,201,21188
The Long Earth,"Terry Pratchett, Stephen Baxter","['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Audiobook', 'Adventure', 'Speculative Fiction', 'Humor', 'Adult', 'Novels']","From the back jacket:NORMALLY, WHEN THERE WAS NOTHING TO DO, HE LISTENED TO THE SILENCE.The Silence was very faint here. Almost drowned out by the sounds of the mundane world. Did people in this polished building understand how noisy it was? The roar of air conditioners and computer fans, the susurration of many voices heard but not decipherable.... This was the office of the transEarth Institute, an arm of the Black Corporation. The faceless office, all plasterboard and chrome, was dominated by a huge logo, a chesspiece knight. This wasn't Joshua's world. None of it was his world. In fact, when you got right down to it, he didn't have a world; he had all of them.ALL OF THE LONG EARTH.From the inside jacket:The possibilites are endless. Just be careful what you wish for....)1916: The Western Front. Private Percy Blakeney wakes up. He is lying on fresh spring grass. He can hear birdsong, and the wind in the leaves. Where has the mud, blood and blasted landscape of no-man's-land gone? For that matter, where has Percy gone?2015: Madison, Wisconsin. Police officer Monica Jansson is exploring the burned-out home of a reclusive--some said mad, others allege dangerous--scientist who seems to have vanished. Sifting through the wreckage, Jansson finds a curious gadget: a box containing some rudimentary wiring, a three-way switch, and...a potato. It is the prototype of an invention that will change the way humankind views the world forever.The first novel in an exciting new collaboration between Discworld creator Terry Pratchett and the acclaimed SF writer Stephen Baxter, The Long Earth transports readers to the ends of the earth and far beyond. All it takes is a single step....",2012,3.77,336,50621
Release,Patrick Ness,"['Young Adult', 'LGBT', 'Contemporary', 'Fantasy', 'Fiction', 'Magical Realism', 'Queer', 'Romance', 'Audiobook', 'Realistic Fiction']","It’s Saturday, it’s summer and, although he doesn’t know it yet, everything in Adam Thorn’s life is going to fall apart. Relationships will change, he’ll change, but maybe, just maybe, he’ll find freedom in the release.

Time is running out though, because way across town a ghost as risen from the lake. Searching, yearning, she leaves a trail of destruction in her wake…",2017,3.69,287,14527
Sleeping Giants,Sylvain Neuvel (Goodreads Author),"['Science Fiction', 'Fiction', 'Fantasy', 'Audiobook', 'Adult', 'Science Fiction Fantasy', 'Mystery', 'Aliens', 'Thriller', 'Adult Fiction']","A girl named Rose is riding her new bike near home in Deadwood, South Dakota, when she falls through the earth. She wakes up at the bottom of a square-shaped hole, its walls glowing with intricate carvings. But the firemen who come to save her peer down upon something even stranger: a little girl in the palm of a giant metal hand.Seventeen years later, the mystery of the bizarre artifact remains unsolved - the object's origins, architects, and purpose unknown.But some can never stop searching for answers.Rose Franklin is now a highly trained physicist leading a top-secret team to crack the hand's code. And along with her colleagues, she is being interviewed by a nameless interrogator whose power and purview are as enigmatic as the relic they seek. What's clear is that Rose and her compatriots are on the edge of unravelling history's most perplexing discovery-and finally figuring out what it portends for humanity. But once the pieces of the puzzle are in place, will the result be an instrument of lasting peace or a weapon of mass destruction?",2016,3.83,320,70007
The Alliance,Gerald N. Lund (Goodreads Author),"['Science Fiction', 'Fiction', 'Lds Fiction', 'Dystopia', 'Young Adult', 'Lds', 'Fantasy', 'Post Apocalyptic', 'Christian Fiction', 'Novels']","It's 18 years after the nuclear holocaust and the end of civilization, as we know it. Survivors are being relocated to a new society known as the Alliance. It seems like a dream come true for many of the new citizens. Crime, as well as harmful emotions, such as anger and prejudice have been eliminated, because the Alliance has computerized control over it's citizens from a computer chip that has been implanted in everyone. Eric Lloyd discovers the Alliance's corrupt power structure and vows to destroy it. But can one person change the world?",2002,4.22,330,4148
And to Think That I Saw It on Mulberry Street,Dr. Seuss,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Humor', 'Fantasy', 'Kids', 'Juvenile', 'Young Adult']","A plain horse and wagon on Mulberry Street grows into a story that no one can beat! In this tale, Young Marco allows his imagination to run riot as he travels home from school one day, to the extent that a horse and cart is soon transformed into a chaotic carnival of colourful creatures in his own mind.",2003,3.99,64,22739
The Sword Thief,Peter Lerangis,"['Mystery', 'Adventure', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Fantasy', 'Juvenile', 'Audiobook', 'Action']","Amy and Dan Cahill have been located once again, this time in the company of the notoriously unreliable Alistair Oh. Could they have been foolish enough to make an alliance?Spies report that Amy and Dan seem to be tracking the life of one of the most powerful fighters the world has ever known. If this fearsome warrior was a Cahill, his secrets are sure to be well-guarded... and the price to uncover them just might be lethal.",2009,3.89,156,47641
South of Broad,Pat Conroy,"['Fiction', 'Southern', 'Historical Fiction', 'Contemporary', 'Audiobook', 'Coming Of Age', 'Novels', 'Adult Fiction', 'Adult', 'Book Club']","The one and only Pat Conroy returns, with a big, sprawling novel that is at once a love letter to Charleston and to lifelong friendship.Against the sumptuous backdrop of Charleston, South Carolina, South of Broad gathers a unique cast of sinners and saints. Leopold Bloom King, our narrator, is the son of an amiable, loving father who teaches science at the local high school. His mother, an ex-nun, is the high school principal and a well-known Joyce scholar. After Leo's older brother commits suicide at the age of thirteen, the family struggles with the shattering effects of his death, and Leo, lonely and isolated, searches for something to sustain him. Eventually, he finds his answer when he becomes part of a tightly knit group of high school seniors that includes friends Sheba and Trevor Poe, glamorous twins with an alcoholic mother and a prison-escapee father; hardscrabble mountain runaways Niles and Starla Whitehead; socialite Molly Huger and her boyfriend, Chadworth Rutledge X; and an ever-widening circle whose liaisons will ripple across two decades-from 1960s counterculture through the dawn of the AIDS crisis in the 1980s. The ties among them endure for years, surviving marriages happy and troubled, unrequited loves and unspoken longings, hard-won successes and devastating breakdowns, and Charleston's dark legacy of racism and class divisions. But the final test of friendship that brings them to San Francisco is something no one is prepared for. South of Broad is Pat Conroy at his finest; a long-awaited work from a great American writer whose passion for life and language knows no bounds.",2009,3.82,514,40363
Raven Rise,D.J. MacHale (Goodreads Author),"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Adventure', 'Childrens', 'Middle Grade', 'Teen', 'Young Adult Fantasy', 'Action']","The moment of truth...This is where it begins. The showdown for Halla. At stake is nothing less than all that ever was and all that will be.There's only one thing missing - Bobby Pendragon.While Bobby remains trapped on Ibara, the battle moves to his home territory: Second Earth. Mark Dimond and Courtney Chetwynde are left on their own to defend Second Earth against the forces of Saint Dane. They must face off against a charismatic cult leader who has risen to power by revealing a shattering truth to the people of Earth: They are not alone.The Convergence has broken down the walls. The territories are on a collision course. The final phase of Saint Dane's quest to rule Halla is under way.And Bobby Pendragon is nowhere to be found.",2008,4.19,544,21523
The Midwife's Confession,Diane Chamberlain (Goodreads Author),"['Fiction', 'Chick Lit', 'Mystery', 'Contemporary', 'Drama', 'Audiobook', 'Womens Fiction', 'Adult Fiction', 'Family', 'Adult']","Dear Anna,What I have to tell you is difficult to write, but I know it will be far more difficult for you to hear, and I'm so sorry—The unfinished letter is the only clue Tara and Emerson have to the reason behind their close friend Noelle's suicide. Everything they knew about Noelle—her calling as a midwife, her passion for causes, her love for her friends and family—described a woman who embraced life.Yet there was so much they didn't know.With the discovery of the letter and its heartbreaking secret, Noelle's friends begin to uncover the truth about this complex woman who touched each of their lives - and the life of a desperate stranger - with love and betrayal, compassion and deceit.",2011,4.07,417,35655
Why Be Happy When You Could Be Normal?,Jeanette Winterson,"['Nonfiction', 'Memoir', 'LGBT', 'Biography', 'Queer', 'Biography Memoir', 'Autobiography', 'Feminism', 'Lesbian', 'Adoption']","Witty, acute, fierce, and celebratory, Why Be Happy When You Could Be Normal? is a tough-minded search for belonging, for love, identity, home, and a mother.Jeanette Winterson's novels have established her as a major figure in world literature. She has written some of the most admired books of the past few decades, including her internationally bestselling first novel, Oranges Are Not the Only Fruit, the story of a young girl adopted by Pentecostal parents that is now often required reading in contemporary fiction. Why Be Happy When You Could Be Normal? is a memoir about a life's work to find happiness. It's a book full of stories: about a girl locked out of her home, sitting on the doorstep all night; about a religious zealot disguised as a mother who has two sets of false teeth and a revolver in the dresser, waiting for Armageddon; about growing up in an north England industrial town now changed beyond recognition; about the Universe as Cosmic Dustbin. It is the story of how a painful past that Jeanette thought she'd written over and repainted rose to haunt her, sending her on a journey into madness and out again, in search of her biological mother.",2012,3.98,230,30752
Princess of the Silver Woods,Jessica Day George (Goodreads Author),"['Fantasy', 'Young Adult', 'Fairy Tales', 'Romance', 'Retellings', 'Fairy Tale Retellings', 'Fiction', 'Magic', 'Princesses', 'Teen']","When Petunia, the youngest of King Gregor's twelve dancing daughters, is invited to visit an elderly friend in the neighboring country of Westfalin, she welcomes the change of scenery. But in order to reach Westfalin, Petunia must pass through a forest where strange two-legged wolves are rumored to exist. Wolves intent on redistributing the wealth of the noble citizens who have entered their territory. But the bandit-wolves prove more rakishly handsome than truly dangerous, and it's not until Petunia reaches her destination that she realizes the kindly grandmother she has been summoned to visit is really an enemy bent on restoring an age-old curse. 
  The stories of Red Riding Hood and Robin Hood get a twist as Petunia and her many sisters take on bandits, grannies, and the new King Under Stone to end their family curse once and for all.
",2012,4.06,326,11836
Tracy's Tiger,William Saroyan,"['Fiction', 'Classics', 'American', 'Short Stories', '20th Century', 'Novels', 'Czech Literature', 'Mine', 'The United States Of America', 'Magical Realism']",The story of Tracy's Tiger was adapted into an original musical in two acts for the Oregon Shakespeare Festival's 2007 season. The Saroyan story was transplanted from New York to 1950s San Francisco for the musical.,1989,4.25,107,2886
The Law,Frédéric Bastiat (Contributor),"['Politics', 'Philosophy', 'Economics', 'Nonfiction', 'Law', 'Classics', 'History', 'Political Science', 'Government', 'France']","How is it that the law enforcer itself does not have to keep the law? How is it that the law permits the state to lawfully engage in actions which, if undertaken by individuals, would land them in jail? These are among the most intriguing issues in political and economic philosophy. More specifically, the problem of law that itself violates law is an insurmountable conundrum of all statist philosophies. The problem has never been discussed so profoundly and passionately as in this essay by Frederic Bastiat from 1850. The essay might have been written today. It applies in ever way to our own time, which is precisely why so many people credit this one essay for showing them the light of liberty. Bastiat's essay here is timeless because applies whenever and wherever the state assumes unto itself different rules and different laws from that by which it expects other people to live. And so we have this legendary essay, written in a white heat against the leaders of 19th century France, the reading of which has shocked millions out of their toleration of despotism. This new edition from the Mises Institute revives a glorious translation that has been out of print for a hundred years, one that circulated in Britain in the generation that followed Bastiat's death. This newly available translation provides new insight into Bastiat's argument. It is a more sophisticated, more substantial, and more precise rendering than any in print. The question that Bastiat deals with: how to tell when a law is unjust or when the law maker has become a source of law breaking? When the law becomes a means of plunder it has lost its character of genuine law. When the law enforcer is permitted to do with others' lives and property what would be illegal if the citizens did them, the law becomes perverted. Bastiat doesn't avoid the difficult issues, such as why should we think that a democratic mandate can convert injustice to justice. He deals directly with the issue of the expanse of legislation: It is not true that the mission of the law is to regulate our consciences, our ideas, our will, our education, our sentiments, our sentiments, our exchanges, our gifts, our enjoyments. Its mission is to prevent the rights of one from interfering with those of another, in any one of these things. Law, because it has force for its necessary sanction, can only have the domain of force, which is justice. More from Bastiat's The Law: Socialism, like the old policy from which it emanates, confounds Government and society. And so, every time we object to a thing being done by Government, it concludes that we object to its being done at all. We disapprove of education by the State - then we are against education altogether. We object to a State religion - then we would have no religion at all. We object to an equality which is brought about by the State then we are against equality, etc., etc. They might as well accuse us of wishing men not to eat, because we object to the cultivation of corn by the State. How is it that the strange idea of making the law produce what it does not contain - prosperity, in a positive sense, wealth, science, religion - should ever have gained ground in the political world? The modern politicians, particularly those of the Socialist school, found their different theories upon one common hypothesis; and surely a more strange, a more presumptuous notion, could never have entered a human brain. They divide mankind into two parts. Men in general, except one, form the first; the politician himself forms the second, which is by far the most important. Whether you buy one or one hundred, you can look forward to one of the most penetrating and powerful essays written in the history of political economy.",2011,4.38,61,10521
Gulliver's Travels / A Modest Proposal,"Jonathan Swift, Jesse Gale (Contributor)","['Classics', 'Fiction', 'Fantasy', 'Literature', 'Humor', 'Adventure', 'Novels', 'Read For School', 'Adult Fiction', 'Politics']","Enduring Literature Illuminated by Practical Scholarship  By turns a children's fantasy and a social satire for adults, Gulliver's Travels is one of the most popular adventure tales of all time. ""A Modest Proposal,"" also an imaginative, enduring work, is political lampoonery at its finest.  This Enriched Classic Edition includes:   A concise introduction that gives readers important background information   A chronology of the author's life and work   A timeline of significant events that provides the book's historical context   An outline of key themes and plot points to help readers form their own interpretations   Detailed explanatory notes   Critical analysis, including contemporary and modern perspectives on the work   Discussion questions to promote lively classroom and book group interaction   A list of recommended related books and films to broaden the reader's experience  Enriched Classics offer readers affordable editions of great works of literature enhanced by helpful notes and insightful commentary. The scholarship provided in Enriched Classics enables readers to appreciate, understand, and enjoy the world's finest books to their full potential.  Series edited by Cynthia Brantley Johnson",2005,3.84,416,3046
The Book of Sand and Shakespeare's Memory,"Jorge Luis Borges, Norman Thomas di Giovanni (translator)","['Fiction', 'Short Stories', 'Classics', 'Literature', 'Magical Realism', 'Fantasy', 'Latin American', 'Spanish Literature', 'Latin American Literature', '20th Century']","Alternate cover edition — ISBN: 0141183829'One of the most remarkable artists of our age' - Mario Vargas Llosa. The Book of Sand was the last of Borges' major collections to be published. The stories are, in his words, 'variations on favourite themes...combining a plain and at times almost colloquial style with a fantastic plot'. It includes such marvellous tales as ""The Congress"", ""Undr"" and ""The Mirror and the Mask"". Also included are the handful of stories written right at the end of Borges' life - ""August 25, 1983"", ""Blue Tigers"", ""The Rose of Paracelsus"" and ""Shakespeare's Memory"".",2001,4.14,159,10573
Blade of Tyshalle,Matthew Woodring Stover,"['Fantasy', 'Science Fiction', 'Fiction', 'Dark Fantasy', 'Epic Fantasy', 'Dystopia', 'Adventure', 'Audiobook', 'Epic', 'Urban Fantasy']","On Earth, Hari Michaelson was a superstar. But on Overworld, he was the assassin Caine. Real monarchs lived and died at his hands and entire governments were overthrown-all for the entertainment of millions back on Earth. But now Hari, stripped of his identity as Caine, must fight his greatest battle: against the powerful corporate masters of Earth and the faceless masses who are killing everything he loves. Enemies old and new array themselves against him. And Hari is just one man-alone, half-crippled, powerless. They say he doesn't have a chance. ""They are wrong. . . .""",2002,4.06,800,4653
Scar Night,Alan Campbell,"['Fantasy', 'Steampunk', 'Fiction', 'Dark Fantasy', 'Science Fiction', 'Horror', 'Science Fiction Fantasy', 'Angels', 'Epic Fantasy', 'Dark']","Suspended by chains over a seemingly bottomless abyss, the ancient city of Deepgate is home to a young angel, an assassin, and a psychotic murderer hungry for revenge or redemption. But soon a shocking betrayal will unite all three in a desperate quest.... The last of his line, Dill is descended from legendary Battle-archons who once defended the city. Forbidden to fly and untrained even to wield the great sword inherited from his forebears, he has become a figurehead for a dying tradition. Now he lives a sheltered existence in one of Deepgate's crumbling temple spires under the watchful eye of the Presbyter who rules the city. Spine assassin Rachel Hael has better things to do than oversee the Presbyter's angel. Each dark moon she must fight for her life among the city chains, hunting an immortal predator with a taste for blood. But when a traitor brings enemies to Deepgate's doorstep, Dill and Rachel are forced into an uneasy alliance with the city's oldest and most dangerous foe. They must journey down into the uncharted chasm to save their sprawling metropolis and themselves from annihilation. Once they descend however, they learn that what lies below is far more sinister than what they've been taught to expect.",2006,3.62,421,3850
The Dunwich Horror and Others,"H.P. Lovecraft, Robert Bloch, August Derleth (Editor), S.T. Joshi (Editor)","['Horror', 'Fiction', 'Short Stories', 'Fantasy', 'Classics', 'Lovecraftian', 'Science Fiction', 'Weird Fiction', 'Gothic', 'American']","Contents:ix · H.P. Lovecraft and His Work · August Derleth · in 10 · In the Vault · ss The Tryout Nov ’25; Weird Tales Apr ’32 19 · Pickman’s Model · ss Weird Tales Oct ’27 33 · The Rats in the Walls · ss Weird Tales Mar ’24 53 · The Outsider · ss Weird Tales Apr ’26 60 · The Colour Out of Space · nv Amazing Sep ’27 89 · The Music of Erich Zann · ss The National Amateur Mar ’22; Weird Tales Nov ’34 98 · The Haunter of the Dark · nv Weird Tales Dec ’36 121 · The Picture in the House · ss The National Amateur Jul ’19; Weird Tales Mar ’37 130 · The Call of Cthulhu [Inspector Legrasse] · nv Weird Tales Feb ’28 160 · The Dunwich Horror · nv Weird Tales Apr ’29 203 · Cool Air · ss Tales of Magic and Mystery Mar ’28; Weird Tales Jul ’27 212 · The Whisperer in Darkness · na Weird Tales Aug ’31 278 · The Terrible Old Man · vi The Tryout Jul ’20; Weird Tales Aug ’26 281 · The Thing on the Door-step · nv Weird Tales Jan ’37 308 · The Shadow Over Innsmouth · na Visionary Press: Everett, PA, 1936; Weird Tales Jan ’42 370 · The Shadow Out of Time · na Astounding Jun ’36",1985,4.2,433,13443
The Heretic's Daughter,Kathleen Kent (Goodreads Author),"['Historical Fiction', 'Fiction', 'Historical', 'Witches', 'Book Club', 'Adult Fiction', '17th Century', 'Audiobook', 'Adult', 'American History']","Martha Carrier was one of the first women to be accused, tried and hanged as a witch in Salem, Massachusetts. Like her mother, young Sarah Carrier is bright and willful, openly challenging the small, brutal world in which they live. Often at odds with one another, mother and daughter are forced to stand together against the escalating hysteria of the trials and the superstitious tyranny that led to the torture and imprisonment of more than 200 people accused of witchcraft. This is the story of Martha's courageous defiance and ultimate death, as told by the daughter who survived.Kathleen Kent is a tenth generation descendant of Martha Carrier. She paints a haunting portrait, not just of Puritan New England, but also of one family's deep and abiding love in the face of fear and persecution.",2008,3.77,332,32503
